mat-001 | Temel Kavramlar ve Sayılar | Dört basamaklı 53A4 sayısı 12 ile tam bölünebildiğine göre, A yerine gelebilecek rakamların toplamı kaçtır? | ✓6
mat-tufan-005 | Problemler | İçinde %20 tuz bulunan 40 litre tuzlu suya kaç litre saf su eklenirse karışımdaki tuz oranı %16 olur? | ✓10
mat-tufan-006 | Problemler | İki sayının toplamı 84'tür. Büyük sayı, küçük sayının 3 katından 4 fazladır. Büyük sayı kaçtır? | ✓64
mat-tufan-007 | Problemler | Bir ürünün fiyatı önce %20 artırılıyor, sonra yeni fiyat üzerinden %20 indirim yapılıyor. Ürünün son fiyatı i… | ✓%4 azalır
mat-tufan-008 | Temel Kavramlar ve Sayılar | İki basamaklı en büyük çift sayı ile iki basamaklı en küçük tek sayının farkı kaçtır? | ✓87
mat-tufan-009 | Temel Kavramlar ve Sayılar | 24 ve 36 sayılarının EBOB'u ile EKOK'unun toplamı kaçtır? | ✓84
mat-tufan-010 | Temel Kavramlar ve Sayılar | 2³ · 2⁴ / 2⁵ işleminin sonucu kaçtır? | ✓4
mat-tufan-011 | Temel Kavramlar ve Sayılar | Ardışık üç tek sayının toplamı 51'dir. Bu sayıların en büyüğü kaçtır? | ✓19
mat-tufan-012 | Temel Kavramlar ve Sayılar | |−7| + |3 − 8| işleminin sonucu kaçtır? | ✓12
mat-tufan-013 | Sayısal Mantık | 2, 5, 11, 23, 47, ... biçiminde devam eden dizinin altıncı terimi kaçtır? | ✓95
mat-tufan-014 | Sayısal Mantık | 3, 4, 7, 11, 18, 29, ... biçiminde devam eden dizide bir sonraki terim kaçtır? | ✓47
mat-tufan-015 | Sayısal Mantık | Bir torbada 3 kırmızı ve 5 mavi bilye vardır. Karanlıkta, kesinlikle 2 kırmızı bilye elde etmek için en az ka… | ✓7
mat-tufan-016 | Sayısal Mantık | 1, 4, 9, 16, 25, ... biçiminde devam eden dizinin altıncı terimi kaçtır? | ✓36
mat-tufan-017 | Geometri | Dik kenar uzunlukları 6 cm ve 8 cm olan bir dik üçgenin hipotenüsü kaç cm'dir? | ✓10
mat-tufan-018 | Geometri | Çevresi 36 cm olan bir karenin alanı kaç cm²'dir? | ✓81
mat-tufan-019 | Geometri | İç açılarının ölçüleri toplamı 720° olan bir çokgen kaç kenarlıdır? | ✓6
mat-tufan-020 | Geometri | Yarıçapı 5 cm olan bir dairenin alanı kaç cm²'dir? | ✓25π
mat-tufan-021 | Denklem ve Oran-Orantı | 3x − 7 = 2x + 5 denklemini sağlayan x değeri kaçtır? | ✓12
mat-tufan-022 | Denklem ve Oran-Orantı | a/b = 3/5 ve a + b = 40 olduğuna göre a kaçtır? | ✓15
mat-tufan-023 | Denklem ve Oran-Orantı | Bir sayının 2/5'i 12'dir. Bu sayının 3/5'i kaçtır? | ✓18
mat-tufan-024 | Denklem ve Oran-Orantı | 4 özdeş kalemin fiyatı 12 TL ise, aynı kalemlerden 7 tanesinin fiyatı kaç TL'dir? | ✓21
mat-tufan-025 | Permütasyon-Kombinasyon-Olasılık | 5 farklı kitap bir rafa yan yana kaç değişik biçimde dizilebilir? | ✓120
mat-tufan-026 | Küme-Fonksiyon-İşlem | f(x) = 2x − 3 fonksiyonu için f(5) değeri kaçtır? | ✓7
mat-tufan-027 | Küme-Fonksiyon-İşlem | 30 kişilik bir sınıfta 18 öğrenci İngilizce, 15 öğrenci Almanca kursuna gidiyor. Her öğrenci en az bir kursa … | ✓3
mat-tufan-028 | Küme-Fonksiyon-İşlem | A = {1, 2, 3, 4} ve B = {3, 4, 5, 6} kümeleri veriliyor. A ∩ B kümesinin eleman sayısı kaçtır? | ✓2
mat-tufan-029 | Permütasyon-Kombinasyon-Olasılık | Bir torbada 4 kırmızı ve 6 mavi top vardır. Torbadan rastgele çekilen bir topun kırmızı olma olasılığı kaçtır? | ✓2/5
mat-tufan-030 | Permütasyon-Kombinasyon-Olasılık | 6 kişi arasından 2 kişilik bir komisyon kaç değişik biçimde seçilebilir? | ✓15
mat-tufan-031 | Problemler | Bir ürünün fiyatı %25 artırılınca 200 TL oluyor. Ürünün zamdan önceki fiyatı kaç TL'dir? | ✓160
mat-tufan-032 | Problemler | Ayşe'nin yaşı, kardeşinin yaşının 3 katıdır. İkisinin yaşları toplamı 32 ise Ayşe kaç yaşındadır? | ✓24
mat-tufan-033 | Problemler | Bir havuzu birinci musluk tek başına 6 saatte, ikinci musluk tek başına 12 saatte dolduruyor. İki musluk birl… | ✓4
mat-tufan-034 | Problemler | 40 kişilik bir sınıfın %35'i kız öğrencidir. Bu sınıftaki erkek öğrenci sayısı kaçtır? | ✓26
mat-tufan-035 | Problemler | Bir sayının 4 katının 6 eksiği 26'dır. Bu sayı kaçtır? | ✓8
mat-tufan-036 | Problemler | Bir esnaf 80 TL'ye aldığı bir malı 100 TL'ye satmaktadır. Bu esnaf yüzde kaç kâr etmiştir? | ✓%25
mat-tufan-037 | Problemler | 5 işçi bir işi 12 günde bitirebiliyor. Aynı işi 10 işçi kaç günde bitirir? (İşçilerin gücü eşittir.) | ✓6
mat-tufan-038 | Temel Kavramlar ve Sayılar | Üç basamaklı 4A6 sayısı 3 ile tam bölünebildiğine göre, A yerine yazılabilecek rakamların toplamı kaçtır? | ✓15
mat-tufan-039 | Temel Kavramlar ve Sayılar | Boyutları 24 cm ve 36 cm olan dikdörtgen bir zemin, aralarında boşluk kalmadan, kenar uzunluğu mümkün olan en… | ✓12
mat-tufan-040 | Temel Kavramlar ve Sayılar | Bir duraktan otobüslerden biri 15 dakikada, diğeri 20 dakikada bir kalkmaktadır. İki otobüs birlikte kalktıkt… | ✓60
mat-tufan-041 | Temel Kavramlar ve Sayılar | Ardışık dört doğal sayının toplamı 38'dir. Bu sayıların en küçüğü kaçtır? | ✓8
mat-tufan-042 | Temel Kavramlar ve Sayılar | 3² + 4² işleminin sonucu kaçtır? | ✓25
mat-tufan-043 | Sayısal Mantık | 1, 2, 4, 8, 16, ... biçiminde devam eden dizinin altıncı terimi kaçtır? | ✓32
mat-tufan-044 | Sayısal Mantık | 2, 3, 5, 8, 12, ... biçiminde devam eden dizide bir sonraki terim kaçtır? | ✓17
mat-tufan-045 | Sayısal Mantık | Bir torbada 5 kırmızı, 4 mavi ve 3 sarı bilye vardır. Karanlıkta, kesinlikle aynı renkten 3 bilye elde etmek … | ✓7
mat-tufan-046 | Sayısal Mantık | 4, 9, 16, 25, 36, ... biçiminde devam eden dizinin bir sonraki terimi kaçtır? | ✓49
mat-tufan-047 | Geometri | Uzun kenarı 12 cm, kısa kenarı 5 cm olan bir dikdörtgenin çevresi kaç cm'dir? | ✓34
mat-tufan-048 | Geometri | Bir üçgenin iç açılarından ikisi 40° ve 75° olduğuna göre, üçüncü açı kaç derecedir? | ✓65
mat-tufan-049 | Geometri | Bir kenarının uzunluğu 6 cm olan eşkenar üçgenin çevresi kaç cm'dir? | ✓18
mat-tufan-050 | Geometri | Yarıçapı 7 cm olan bir dairenin çevresi kaç π cm'dir? | ✓14π
mat-tufan-051 | Denklem ve Oran-Orantı | 2(x + 3) = x + 10 denklemini sağlayan x değeri kaçtır? | ✓4
mat-tufan-052 | Denklem ve Oran-Orantı | 12/2 = 18/3 = x/5 orantısında x kaçtır? | ✓30
mat-tufan-053 | Denklem ve Oran-Orantı | Bir sınıfta kız öğrencilerin erkek öğrencilere oranı 2/3'tür. Sınıf mevcudu 30 kişi olduğuna göre sınıfta kaç… | ✓12
mat-tufan-054 | Denklem ve Oran-Orantı | 3 kg elmanın fiyatı 45 TL ise, aynı elmadan 5 kg kaç TL'dir? | ✓75
mat-tufan-055 | Küme-Fonksiyon-İşlem | A = {a, b, c} kümesinin alt kümelerinin sayısı kaçtır? | ✓8
mat-tufan-056 | Küme-Fonksiyon-İşlem | f(x) = x² − 1 fonksiyonu için f(3) değeri kaçtır? | ✓8
mat-tufan-057 | Küme-Fonksiyon-İşlem | 20 kişilik bir grupta 12 kişi çay, 9 kişi kahve içmektedir. 3 kişi hiçbirini içmediğine göre, hem çay hem kah… | ✓4
mat-tufan-058 | Permütasyon-Kombinasyon-Olasılık | ANKARA kelimesinin harfleri kaç farklı biçimde sıralanabilir? | ✓120
mat-tufan-059 | Permütasyon-Kombinasyon-Olasılık | Bir zar atıldığında üste gelen sayının asal sayı olma olasılığı kaçtır? | ✓1/2
mat-tufan-060 | Permütasyon-Kombinasyon-Olasılık | 8 kişilik bir gruptan 3 kişilik bir takım kaç farklı biçimde seçilebilir? | ✓56
mat-tufan-061 | Problemler | Bir kırtasiyeci defterleri tanesi 15 TL'ye alıp 18 TL'ye satmaktadır. 40 defter sattığında toplam kaç TL kâr … | ✓120
mat-tufan-062 | Problemler | Bir baba 45, oğlu 15 yaşındadır. Kaç yıl sonra babanın yaşı oğlunun yaşının 2 katı olur? | ✓15
mat-tufan-063 | Problemler | Saatte 5 km hızla yürüyen bir kişi, 20 km'lik bir yolu kaç saatte tamamlar? | ✓4
mat-tufan-064 | Problemler | Bir sınıfın 3/5'i kız öğrencidir. Sınıfta 12 erkek öğrenci bulunduğuna göre sınıf mevcudu kaçtır? | ✓30
mat-tufan-065 | Problemler | Ardışık iki tek sayının toplamı 36'dır. Bu sayılardan büyük olanı kaçtır? | ✓19
mat-tufan-066 | Problemler | Bir malın fiyatı %40 indirim yapılınca 120 TL'ye düşmüştür. Malın indirimden önceki fiyatı kaç TL'dir? | ✓200
mat-tufan-067 | Problemler | 6 işçi bir işi 10 günde bitirebiliyor. Aynı işi 4 işçi kaç günde bitirir? (İşçilerin gücü eşittir.) | ✓15
mat-tufan-068 | Temel Kavramlar ve Sayılar | 36 sayısının pozitif tam bölenlerinin sayısı kaçtır? | ✓9
mat-tufan-069 | Temel Kavramlar ve Sayılar | Rakamları toplamı 9 olan iki basamaklı en büyük doğal sayı kaçtır? | ✓90
mat-tufan-070 | Temel Kavramlar ve Sayılar | 48 ve 72 sayılarının en büyük ortak böleni (EBOB) kaçtır? | ✓24
mat-tufan-071 | Temel Kavramlar ve Sayılar | (−3)² + (−2)³ işleminin sonucu kaçtır? | ✓1
mat-tufan-072 | Temel Kavramlar ve Sayılar | 0,5 + 1/4 işleminin sonucu kaçtır? | ✓0,75
mat-tufan-073 | Sayısal Mantık | 3, 6, 12, 24, 48, ... biçiminde devam eden dizinin altıncı terimi kaçtır? | ✓96
mat-tufan-074 | Sayısal Mantık | 1, 4, 9, 16, 25, 36, ... biçiminde devam eden tam kareler dizisinin sekizinci terimi kaçtır? | ✓64
mat-tufan-075 | Sayısal Mantık | 5, 8, 11, 14, ... biçiminde devam eden dizinin 10. terimi kaçtır? | ✓32
mat-tufan-076 | Sayısal Mantık | 2, 6, 12, 20, 30, ... biçiminde devam eden dizinin altıncı terimi kaçtır? | ✓42
mat-tufan-077 | Geometri | Alanı 64 cm² olan bir karenin çevresi kaç cm'dir? | ✓32
mat-tufan-078 | Geometri | Dik kenarları 9 cm ve 12 cm olan bir dik üçgenin hipotenüsü kaç cm'dir? | ✓15
mat-tufan-079 | Geometri | Bir üçgenin iç açılarının ölçüleri 2, 3 ve 4 sayılarıyla orantılıdır. Bu üçgenin en büyük açısı kaç derecedir? | ✓80
mat-tufan-080 | Geometri | Çevresi 30 cm olan bir eşkenar üçgenin bir kenarının uzunluğu kaç cm'dir? | ✓10
mat-tufan-081 | Denklem ve Oran-Orantı | 3(x − 2) = x + 4 denklemini sağlayan x değeri kaçtır? | ✓5
mat-tufan-082 | Denklem ve Oran-Orantı | Bir sayının yarısı ile üçte birinin toplamı 25'tir. Bu sayı kaçtır? | ✓30
mat-tufan-083 | Denklem ve Oran-Orantı | 12 kg'lık bir karışımda şekerin una oranı 1/3'tür. Bu karışımda kaç kg şeker vardır? | ✓3
mat-tufan-084 | Denklem ve Oran-Orantı | Ölçeği 1/500000 olan bir haritada iki şehir arası uzaklık 3 cm ölçülmüştür. Bu iki şehir arasındaki gerçek uz… | ✓15
mat-tufan-085 | Küme-Fonksiyon-İşlem | A = {1, 2, 3, 4, 5} ve B = {2, 4, 6} kümeleri için A ∪ B kümesinin eleman sayısı kaçtır? | ✓6
mat-tufan-086 | Küme-Fonksiyon-İşlem | f(x) = 3x + 2 fonksiyonunda f(a) = 14 olduğuna göre a kaçtır? | ✓4
mat-tufan-087 | Küme-Fonksiyon-İşlem | 40 kişilik bir grupta 25 kişi futbol, 20 kişi basketbol oynuyor. 10 kişi hem futbol hem basketbol oynadığına … | ✓5
mat-tufan-088 | Permütasyon-Kombinasyon-Olasılık | 4 kişi bir sıraya yan yana kaç farklı biçimde oturabilir? | ✓24
mat-tufan-089 | Permütasyon-Kombinasyon-Olasılık | Bir torbada 3 kırmızı, 2 mavi ve 5 yeşil top vardır. Rastgele çekilen bir topun yeşil olma olasılığı kaçtır? | ✓1/2
mat-tufan-090 | Permütasyon-Kombinasyon-Olasılık | 10 kişilik bir gruptan 2 kişilik bir ekip kaç farklı biçimde seçilebilir? | ✓45
